organism	genus	family	order	class	phylum	superkingdom
Marinomonas_sp._MWYL1	Marinomonas	Oceanospirillaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
Brucella_melitensis_biovar_Abortus_2308	Brucella	Brucellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Acinetobacter_baumannii_ATCC_17978	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Alkaliphilus_metalliredigens_QYMF	Alkaliphilus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Streptococcus_pyogenes_M1_GAS	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_pyogenes_str._Manfredo	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Xylella_fastidiosa_9a5c	Xylella	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Bacillus_cereus_subsp._cytotoxis_NVH_391-98	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Thiomicrospira_denitrificans_ATCC_33889	Sulfurimonas	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Aster_yellows_witches'-broom_phytoplasma_AYWB	Candidatus Phytoplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria
Parvibaculum_lavamentivorans_DS-1	Parvibaculum	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Shigella_flexneri_2a_str._2457T	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Shigella_flexneri_2a_str._301	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Synechococcus_sp._CC9902	Synechococcus		Chroococcales		Cyanobacteria	Bacteria
Synechococcus_sp._RCC307	Synechococcus		Chroococcales		Cyanobacteria	Bacteria
Xanthomonas_campestris_pv._vesicatoria_str._85-10	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Escherichia_coli_K12	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Mycobacterium_tuberculosis_CDC1551	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Mycobacterium_avium_104	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Chlorobium_chlorochromatii_CaD3	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
Brucella_abortus_biovar_1_str._9-941	Brucella	Brucellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Corynebacterium_glutamicum_ATCC_13032	Corynebacterium	Corynebacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	Salmonella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Candida_glabrata	Nakaseomyces	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Eukaryota
Mycobacterium_gilvum_PYR-GCK	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Ustilago_maydis	Ustilago	Ustilaginaceae	Ustilaginales	Ustilaginomycetes	Basidiomycota	Eukaryota
Mycobacterium_vanbaalenii_PYR-1	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Lactobacillus_sakei_subsp._sakei_23K	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Buchnera_aphidicola_str._APS_(Acyrthosiphon_pisum)	Buchnera	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Acidovorax_avenae_subsp._citrulli_AAC00-1	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Nitrosococcus_oceani_ATCC_19707	Nitrosococcus	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Pseudomonas_entomophila_L48	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Bacillus_subtilis_subsp._subtilis_str._168	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Actinobacillus_pleuropneumoniae_L20	Actinobacillus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
Halorhodospira_halophila_SL1	Halorhodospira	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Aeropyrum_pernix_K1	Aeropyrum	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
Polaromonas_naphthalenivorans_CJ2	Polaromonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Bacteroides_fragilis_NCTC_9343	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Bacillus_halodurans_C-125	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Yersinia_pestis_biovar_Microtus_str._91001	Yersinia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Gibberella_zeae	Gibberella	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Eukaryota
Nocardioides_sp._JS614	Nocardioides	Nocardioidaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Verminephrobacter_eiseniae_EF01-2	Verminephrobacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Myotis_lucifugus	Myotis	Vespertilionidae	Chiroptera	Mammalia	Chordata	Eukaryota
Candidatus_Blochmannia_pennsylvanicus_str._BPEN	Candidatus Blochmannia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Erythrobacter_litoralis_HTCC2594	Erythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Pseudomonas_mendocina_ymp	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Candidatus_Blochmannia_floridanus	Candidatus Blochmannia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Staphylococcus_aureus_subsp._aureus_str._Newman	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Streptococcus_pyogenes_SSI-1	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Otolemur_garnettii	Otolemur	Galagidae	Primates	Mammalia	Chordata	Eukaryota
Yersinia_pestis_Pestoides_F	Yersinia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Neisseria_gonorrhoeae_FA_1090	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
Prochlorococcus_marinus_str._MIT_9313	Prochlorococcus	Prochlorococcaceae	Prochlorales		Cyanobacteria	Bacteria
Photobacterium_profundum_SS9	Photobacterium	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
Xanthomonas_axonopodis_pv._citri_str._306	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Thermoplasma_acidophilum_DSM_1728	Thermoplasma	Thermoplasmataceae	Thermoplasmatales	Thermoplasmata	Euryarchaeota	Archaea
Synechococcus_sp._CC9605	Synechococcus		Chroococcales		Cyanobacteria	Bacteria
Schizosaccharomyces_pombe	Schizosaccharomyces	Schizosaccharomycetaceae	Schizosaccharomycetales	Schizosaccharomycetes	Ascomycota	Eukaryota
Ciona_savignyi	Ciona	Cionidae	Enterogona	Ascidiacea	Chordata	Eukaryota
Yersinia_pestis_Antiqua	Yersinia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter_koseri_ATCC_BAA-895	Citrobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Campylobacter_concisus_13826	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Campylobacter_curvus_525.92	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Campylobacter_fetus_subsp._fetus_82-40	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Campylobacter_hominis_ATCC_BAA-381	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Campylobacter_jejuni_subsp._doylei_269.97	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Baumannia_cicadellinicola_str._Hc_(Homalodisca_coagulata)				Gammaproteobacteria	Proteobacteria	Bacteria
Enterobacter_sp._638	Enterobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Helicobacter_hepaticus_ATCC_51449	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Serratia_proteamaculans_568	Serratia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Macaca_mulatta	Macaca	Cercopithecidae	Primates	Mammalia	Chordata	Eukaryota
Pseudomonas_aeruginosa_PAO1	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Pseudomonas_aeruginosa_UCBPP-PA14	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Leptospira_interrogans_serovar_Copenhageni_str._Fiocruz_L1-130	Leptospira	Leptospiraceae	Spirochaetales	Spirochaetes (class)	Spirochaetes	Bacteria
Nostoc_sp._PCC_7120	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Bacteria
Mycobacterium_bovis_BCG_str._Pasteur_1173P2	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Ralstonia_eutropha_H16	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_11842	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Alkalilimnicola_ehrlichei_MLHE-1	Alkalilimnicola	Ectothiorhodospiraceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria
Alcanivorax_borkumensis_SK2	Alcanivorax	Alcanivoracaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
Aspergillus_fumigatus	Aspergillus	Trichocomaceae	Eurotiales	Eurotiomycetes	Ascomycota	Eukaryota
Idiomarina_loihiensis_L2TR	Idiomarina	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Synechococcus_sp._JA-2-3B'a(2-13)	Synechococcus		Chroococcales		Cyanobacteria	Bacteria
Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
Mycoplasma_penetrans_HF-2	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
Mycobacterium_leprae_TN	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Mycoplasma_pneumoniae_M129	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
Mycoplasma_pulmonis_UAB_CTIP	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
Prochlorococcus_marinus_str._AS9601	Prochlorococcus	Prochlorococcaceae	Prochlorales		Cyanobacteria	Bacteria
Haemophilus_influenzae_Rd_KW20	Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
Hyperthermus_butylicus_DSM_5456	Hyperthermus	Pyrodictiaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea
Campylobacter_jejuni_subsp._jejuni_81-176	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Wolbachia_endosymbiont_strain_TRS_of_Brugia_malayi	Wolbachia	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Escherichia_coli_W3110	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Lactobacillus_reuteri_F275	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Shigella_sonnei_Ss046	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Gallus_gallus	Gallus	Phasianidae	Galliformes	Aves	Chordata	Eukaryota
Shigella_dysenteriae_Sd197	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Corynebacterium_diphtheriae_NCTC_13129	Corynebacterium	Corynebacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Wolinella_succinogenes_DSM_1740	Wolinella	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Picrophilus_torridus_DSM_9790	Picrophilus	Picrophilaceae	Thermoplasmatales	Thermoplasmata	Euryarchaeota	Archaea
Yersinia_pseudotuberculosis_IP_32953	Yersinia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Fervidobacterium_nodosum_Rt17-B1	Fervidobacterium	Thermotogaceae	Thermotogales	Thermotogae (class)	Thermotogae	Bacteria
Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Yersinia_pseudotuberculosis_IP_31758	Yersinia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Staphylococcus_epidermidis_RP62A	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Mycoplasma_gallisepticum_R	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria
Candidatus_Protochlamydia_amoebophila_UWE25	Candidatus Protochlamydia	Parachlamydiaceae	Chlamydiales	Chlamydiae (class)	Chlamydiae	Bacteria
Chlamydophila_felis_Fe/C-56	Chlamydophila	Chlamydiaceae	Chlamydiales	Chlamydiae (class)	Chlamydiae	Bacteria
Zymomonas_mobilis_subsp._mobilis_ZM4	Zymomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria
Treponema_pallidum_subsp._pallidum_str._Nichols	Treponema	Spirochaetaceae	Spirochaetales	Spirochaetes (class)	Spirochaetes	Bacteria
Vibrio_cholerae_O1_biovar_eltor_str._N16961	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
Pseudomonas_fluorescens_Pf-5	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Treponema_denticola_ATCC_35405	Treponema	Spirochaetaceae	Spirochaetales	Spirochaetes (class)	Spirochaetes	Bacteria
Xanthomonas_oryzae_pv._oryzae_KACC10331	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Pasteurella_multocida_subsp._multocida_str._Pm70	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria
Pyrococcus_abyssi_GE5	Pyrococcus	Thermococcaceae	Thermococcales	Thermococci	Euryarchaeota	Archaea
Lactobacillus_plantarum_WCFS1	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Acidothermus_cellulolyticus_11B	Acidothermus	Acidothermaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Geobacter_uraniumreducens_Rf4	Geobacter	Geobacteraceae	Desulfuromonadales	Deltaproteobacteria	Proteobacteria	Bacteria
Streptococcus_mutans_UA159	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Chlamydophila_pneumoniae_CWL029	Chlamydophila	Chlamydiaceae	Chlamydiales	Chlamydiae (class)	Chlamydiae	Bacteria
Pseudoalteromonas_haloplanktis_TAC125	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria
Rhodococcus_sp._RHA1	Rhodococcus	Nocardiaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Anaplasma_phagocytophilum_HZ	Anaplasma	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Hahella_chejuensis_KCTC_2396	Hahella	Hahellaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria
Anaplasma_marginale_str._St._Maries	Anaplasma	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Streptomyces_avermitilis_MA-4680	Streptomyces	Streptomycetaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18	Salmonella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Listeria_welshimeri_serovar_6b_str._SLCC5334	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Tetraodon_nigroviridis	Tetraodon	Tetraodontidae	Tetraodontiformes	Actinopterygii	Chordata	Eukaryota
Bacillus_clausii_KSM-K16	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Parabacteroides_distasonis_ATCC_8503	Parabacteroides	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Dictyostelium_discoideum	Dictyostelium		Dictyosteliida			Eukaryota
Haloarcula_marismortui_ATCC_43049	Haloarcula	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea
Ehrlichia_chaffeensis_str._Arkansas	Ehrlichia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Streptococcus_agalactiae_A909	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Chlamydophila_pneumoniae_J138	Chlamydophila	Chlamydiaceae	Chlamydiales	Chlamydiae (class)	Chlamydiae	Bacteria
Bartonella_henselae_str._Houston-1	Bartonella	Bartonellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Clostridium_difficile_630	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Burkholderia_pseudomallei_K96243	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Bartonella_quintana_str._Toulouse	Bartonella	Bartonellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Ochrobactrum_anthropi_ATCC_49188	Ochrobactrum	Brucellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Helicobacter_pylori_HPAG1	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Gloeobacter_violaceus_PCC_7421	Gloeobacter		Gloeobacterales	Gloeobacteria	Cyanobacteria	Bacteria
Sorex_araneus	Sorex	Soricidae	Insectivora	Mammalia	Chordata	Eukaryota
Pichia_stipitis	Pichia	Saccharomycetaceae	Saccharomycetales	Saccharomycetes	Ascomycota	Eukaryota
Bacillus_anthracis_str._Sterne	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Herminiimonas_arsenicoxydans	Herminiimonas	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Mycobacterium_ulcerans_Agy99	Mycobacterium	Mycobacteriaceae	Actinomycetales	Actinobacteria (class)	Actinobacteria	Bacteria
Vibrio_harveyi_ATCC_BAA-1116	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
Clostridium_novyi_NT	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Homo_sapiens	Homo	Hominidae	Primates	Mammalia	Chordata	Eukaryota
Francisella_tularensis_subsp._holarctica_OSU18	Francisella	Francisellaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
Legionella_pneumophila_str._Paris	Legionella	Legionellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
Escherichia_coli_APEC_O1	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Legionella_pneumophila_str._Lens	Legionella	Legionellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria
Streptococcus_thermophilus_LMD-9	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Sodalis_glossinidius_str._'morsitans'	Sodalis	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Sulfurovum_sp._NBC37-1	Sulfurovum			Epsilonproteobacteria	Proteobacteria	Bacteria
Nitratiruptor_sp._SB155-2	Nitratiruptor			Epsilonproteobacteria	Proteobacteria	Bacteria
Desulfotalea_psychrophila_LSv54	Desulfotalea	Desulfobulbaceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
Francisella_tularensis_subsp._novicida_U112	Francisella	Francisellaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria
Caenorhabditis_elegans	Caenorhabditis	Rhabditidae	Rhabditida	Chromadorea	Nematoda	Eukaryota
Prochlorococcus_marinus_str._NATL1A	Prochlorococcus	Prochlorococcaceae	Prochlorales		Cyanobacteria	Bacteria
Takifugu_rubripes	Takifugu	Tetraodontidae	Tetraodontiformes	Actinopterygii	Chordata	Eukaryota
Yersinia_enterocolitica_subsp._enterocolitica_8081	Yersinia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Bifidobacterium_longum_NCC2705	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinobacteria (class)	Actinobacteria	Bacteria
Thermotoga_petrophila_RKU-1	Thermotoga	Thermotogaceae	Thermotogales	Thermotogae (class)	Thermotogae	Bacteria
